Brand,Phone_Model,Name,Price,Original_Price,Discount,Rating,RAM_GB,ROM_GB,Processor,Display_Size_inch,Display_Type,Battery_mAh,Processor,Warranty_Years,Specs,Price_Tier
Realme,realme 14 Pro+ 5G,"realme 14 Pro+ 5G (Emerald Drift, 256 GB)",25999,35615.07,27,4.4,8.0,256.0,7s Gen 3 Mobile Platform Processor,6.83,Full HD+,6000.0,7s Gen 3 Mobile Platform Processor,1.0,8 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Realme,realme 15x 5G,"realme 15x 5G (Maroon Red, 128 GB)",17999,19998.89,10,4.5,8.0,128.0,Dimensity 6300 6nm Octa-core chipset Processor,6.8,Full HD+,7000.0,Dimensity 6300 6nm Octa-core chipset Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.27 cm (6.8 inch) Display; 50MP Rear Camera | 50MP Front Camera; 7000 mAh Battery; Dimensity 6300 6nm Octa-core chipset Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Realme,realme 15x 5G,"realme 15x 5G (Marine Blue, 128 GB)",17999,19998.89,10,4.5,8.0,128.0,Dimensity 6300 6nm Octa-core chipset Processor,6.8,Full HD+,7000.0,Dimensity 6300 6nm Octa-core chipset Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.27 cm (6.8 inch) Display; 50MP Rear Camera | 50MP Front Camera; 7000 mAh Battery; Dimensity 6300 6nm Octa-core chipset Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Realme,realme 14 Pro 5G,"realme 14 Pro 5G (Pearl White, 128 GB)",24999,27776.67,10,4.4,8.0,128.0,Dimensity 7300 Energy Processor,6.77,Full HD+,6000.0,Dimensity 7300 Energy Processor,1.0,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 7300 Energy Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Realme,realme 15x 5G,"realme 15x 5G (Marine Blue, 256 GB)",19999,21976.92,9,4.5,8.0,256.0,Dimensity 6300 6nm Octa-core chipset Processor,6.8,Full HD+,7000.0,Dimensity 6300 6nm Octa-core chipset Processor,1.0,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB; 17.27 cm (6.8 inch) Display; 50MP Rear Camera | 50MP Front Camera; 7000 mAh Battery; Dimensity 6300 6nm Octa-core chipset Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Motorola,Motorola Edge 50 Fusion,"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",20999,27998.67,25,4.4,12.0,256.0,7s Gen 2 Processor,6.7,Full HD+,5000.0,7s Gen 2 Processor,1.0,12 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 13MP | 32MP Front Camera; 5000 mAh Battery; 7s Gen 2 Processor; 1 Year on Handset and 6 Months on Accessories,Mid Range
Motorola,MOTOROLA Edge 60 Pro,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",34999,42681.71,18,4.3,16.0,512.0,Dimensity 8350 Processor,6.7,Full HD+,6000.0,Dimensity 8350 Processor,1.0,16 GB RAM | 512 GB ROM; 17.02 cm (6.7 inch) Display; 50MP + 50MP + 10MP | 50MP Front Camera; 6000 mAh Battery; Dimensity 8350 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid Range
Motorola,MOTOROLA Edge 60 5G,"MOTOROLA Edge 60 5G (PANTONE Shamrock, 256 GB)",24999,31644.3,21,4.3,12.0,256.0,Dimensity 7400 Processor,6.67,Full HD+,5500.0,Dimensity 7400 Processor,1.0,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 10MP | 50MP Front Camera; 5500 mAh Battery; Dimensity 7400 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy M16 5G,"Samsung Galaxy M16 5G (Mint Green, 128 GB)",12800,17297.3,26,4.3,6.0,128.0,Not Specified,6.7,Full HD+,5000.0,Not Specified,1.0,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Realme,realme 14 Pro+ 5G,"realme 14 Pro+ 5G (Suede Grey, 256 GB)",31999,37645.88,15,4.4,12.0,256.0,7s Gen 3 Mobile Platform Processor,6.83,Full HD+,6000.0,7s Gen 3 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Samsung,Samsung Galaxy A35 5G,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,33960.38,47,4.4,8.0,128.0,Samsung Exynos 1380 Processor,6.6,Full HD+,5000.0,Samsung Exynos 1380 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Realme,realme 14 Pro+ 5G,"realme 14 Pro+ 5G (Suede Grey, 128 GB)",29999,33706.74,11,4.4,8.0,128.0,7s Gen 3 Mobile Platform Processor,6.83,Full HD+,6000.0,7s Gen 3 Mobile Platform Processor,1.0,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Realme,realme 14 Pro 5G,"realme 14 Pro 5G (Pearl White, 256 GB)",26999,29998.89,10,4.4,8.0,256.0,Dimensity 7300 Energy Processor,6.77,Full HD+,6000.0,Dimensity 7300 Energy Processor,1.0,8 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; Dimensity 7300 Energy Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Vivo,vivo V25 5G,"vivo V25 5G (Sunrise Gold, 128 GB)",17890,32527.27,45,4.3,8.0,128.0,Dimensity 900 Processor,6.44,Full HD+,4500.0,Dimensity 900 Processor,1.0,8 GB RAM | 128 GB ROM; 16.36 cm (6.44 inch) Full HD+ Display; 64MP + 8MP + 2MP | 50MP Front Camera; 4500 mAh Lithium Battery; Dimensity 900 Processor; 1 Year of Device & 6 Months for In-Box Accessories,Mid Range
Realme,realme 14 Pro+ 5G,"realme 14 Pro+ 5G (Suede Grey, 512 GB)",34999,39771.59,12,4.4,12.0,512.0,7s Gen 3 Mobile Platform Processor,6.83,Full HD+,6000.0,7s Gen 3 Mobile Platform Processor,1.0,12 GB RAM | 512 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Realme,realme 14 Pro+ 5G,"realme 14 Pro+ 5G (Pearl White, 512 GB)",34999,39771.59,12,4.4,12.0,512.0,7s Gen 3 Mobile Platform Processor,6.83,Full HD+,6000.0,7s Gen 3 Mobile Platform Processor,1.0,12 GB RAM | 512 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Ai+,Ai+ Nova 5G,"Ai+ Nova 5G (Black, 128 GB)",7999,10957.53,27,4.1,6.0,128.0,T8200 Processor,6.745,HD+,5000.0,T8200 Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.13 cm (6.745 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; T8200 Processor; 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",31999,36780.46,13,4.5,12.0,256.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,12 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Vivo,vivo T4 Ultra 5G,"vivo T4 Ultra 5G (Meteor Grey, 256 GB)",35999,40907.95,12,4.5,8.0,256.0,Dimensity 9300+ Processor,6.67,Full HD+,5500.0,Dimensity 9300+ Processor,1.0,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Full HD+ AMOLED Display; 50MP + 8MP + 50MP Periscope | 32MP Front Camera; 5500 mAh Battery; Dimensity 9300+ Processor; 1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,Mid Range
Google,Google Pixel 9,"Google Pixel 9 (Peony, 256 GB)",54999,79708.7,31,4.6,12.0,256.0,Google Tensor G4 Processor,6.3,Full HD+,4700.0,Google Tensor G4 Processor,1.0,12 GB RAM | 256 GB ROM; 16.0 cm (6.3 inch) Display; 50MP + 48MP | 10.5MP Front Camera; 4700 mAh Battery; Google Tensor G4 Processor; 1 Year Domestic Warranty,High Range
Vivo,vivo T4 Ultra 5G,"vivo T4 Ultra 5G (Phoenix Gold, 512 GB)",39999,44942.7,11,4.5,12.0,512.0,Dimensity 9300+ Processor,6.67,Full HD+,5500.0,Dimensity 9300+ Processor,1.0,12 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Full HD+ AMOLED Display; 50MP + 8MP + 50MP Periscope | 32MP Front Camera; 5500 mAh Battery; Dimensity 9300+ Processor; 1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,Mid Range
Apple,Apple iPhone 13,"Apple iPhone 13 (Starlight, 128 GB)",49900,49900.0,0,4.6,8.0,128.0,A15 Bionic Chip Processor,6.1,Super Retina,5000.0,A15 Bionic Chip Processor,0.0,128 GB ROM; 15.49 cm (6.1 inch) Super Retina XDR Display; 12MP + 12MP | 12MP Front Camera; A15 Bionic Chip Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories.,High Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Samsung,Samsung Galaxy F36 5G,"Samsung Galaxy F36 5G (Violet, 256 GB)",17499,27342.19,36,4.2,8.0,256.0,Samsung Exynos 1380 Processor,6.7,Full HD+,5000.0,Samsung Exynos 1380 Processor,1.0,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP + 2MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Realme,realme 14 Pro+ 5G,"realme 14 Pro+ 5G (Pearl White, 128 GB)",29999,33706.74,11,4.4,8.0,128.0,7s Gen 3 Mobile Platform Processor,6.83,Full HD+,6000.0,7s Gen 3 Mobile Platform Processor,1.0,8 GB RAM | 128 GB ROM; 17.35 cm (6.83 inch) Display; 50MP + 50MP + 8MP | 32MP Front Camera; 6000 mAh Battery; 7s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy A35 5G,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999,33960.38,47,4.4,8.0,128.0,Samsung Exynos 1380 Processor,6.6,Full HD+,5000.0,Samsung Exynos 1380 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) Full HD+ Display; 50MP + 8MP + 5MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy A16 5G,"Samsung Galaxy A16 5G (Light Green, 128 GB)",14122,19890.14,29,4.2,6.0,128.0,Dimensity 6300 Processor,6.7,Full HD+,5000.0,Dimensity 6300 Processor,1.0,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 5MP + 2MP | 13MP Front Camera; 5000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,Budget
Redmi,REDMI 15 5G,"REDMI 15 5G (Frosted White, 128 GB)",14379,16916.47,15,4.2,6.0,128.0,Not Specified,6.9,HD+,7000.0,Not Specified,0.0,6 GB RAM | 128 GB ROM; 17.53 cm (6.9 inch) Display; 50MP Rear Camera; 7000 mAh Battery; 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Budget
Redmi,REDMI 15 5G,"REDMI 15 5G (Sandy Purple, 128 GB)",14960,17809.52,16,4.3,8.0,128.0,Not Specified,6.9,HD+,7000.0,Not Specified,0.0,8 GB RAM | 128 GB ROM; 17.53 cm (6.9 inch) Display; 50MP Rear Camera; 7000 mAh Battery; 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Budget
Tecno,Tecno Spark Go 5G,"Tecno Spark Go 5G (Ink Black, 128 GB)",9999,11903.57,16,4.3,4.0,128.0,Dimensity 6400 5G Processor,6.74,Full HD+,6000.0,Dimensity 6400 5G Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) Display; 50MP Rear Camera | 5MP Front Camera; 6000 mAh Battery; Dimensity 6400 5G Processor; 1 Year Manufacturer Warranty for Handset,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (White, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,34882.56,14,4.5,8.0,256.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Realme,realme P3 5G,"realme P3 5G (Comet Grey, 128 GB)",15999,19998.75,20,4.4,6.0,128.0,6 Gen 4 Processor,6.67,Full HD+,6000.0,6 Gen 4 Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; 6 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Realme,realme P3 5G,"realme P3 5G (Space Silver, 128 GB)",16999,20986.42,19,4.4,8.0,128.0,6 Gen 4 Processor,6.67,Full HD+,6000.0,6 Gen 4 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; 6 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Redmi,Xiaomi 14 CIVI,"Xiaomi 14 CIVI (Aqua Blue, 512 GB)",36999,59675.81,38,4.3,12.0,512.0,8s Gen 3 Mobile Platform Processor,6.55,HD+,4700.0,8s Gen 3 Mobile Platform Processor,1.0,12 GB RAM | 512 GB ROM; 16.64 cm (6.55 inch) Display; 50MP Rear Camera | 32MP + 32MP Dual Front Camera; 4700 mAh Battery; 8s Gen 3 Mobile Platform Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Mid Range
Samsung,Samsung Galaxy M16 5G,"Samsung Galaxy M16 5G (Blush Pink, 128 GB)",13240,16759.49,21,4.3,6.0,128.0,Not Specified,6.7,Full HD+,5000.0,Not Specified,1.0,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Apple,Apple iPhone 16 Plus,"Apple iPhone 16 Plus (Black, 128 GB)",79900,79900.0,0,4.6,8.0,128.0,"A18 Chip, 6 Core Processor",6.7,Super Retina,5000.0,"A18 Chip, 6 Core Processor",0.0,"128 GB ROM; 17.02 cm (6.7 inch) Super Retina XDR Display; 48MP + 12MP | 12MP Front Camera; A18 Chip, 6 Core Processor Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories.",High Range
Realme,realme NARZO 80 Pro 5G,"realme NARZO 80 Pro 5G (Speed Silver, 128 GB)",17191,23876.39,28,4.4,8.0,128.0,Not Specified,6.7,Full HD+,6000.0,Not Specified,1.0,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 6000 mAh Battery; 1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Realme,realme 15x 5G,"realme 15x 5G (Aqua Blue, 128 GB)",17999,19998.89,10,4.5,8.0,128.0,Dimensity 6300 6nm Octa-core chipset Processor,6.8,Full HD+,7000.0,Dimensity 6300 6nm Octa-core chipset Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.27 cm (6.8 inch) Display; 50MP Rear Camera | 50MP Front Camera; 7000 mAh Battery; Dimensity 6300 6nm Octa-core chipset Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Samsung,Samsung Galaxy S25 Ultra 5G,"Samsung Galaxy S25 Ultra 5G (Titanium Whitesilver, 256 GB)",107990,128559.52,16,4.6,12.0,256.0,8 Elite for Galaxy Processor,6.9,HD+,5000.0,8 Elite for Galaxy Processor,1.0,12 GB RAM | 256 GB ROM; 17.53 cm (6.9 inch) Quad HD+ Display; 200MP + 50MP + 50MP + 10MP | 12MP Front Camera; 5000 mAh Battery; 8 Elite for Galaxy Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,High Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
